ZMA.AVES.54373	Ontmoeting	802.L.001.005.02 Laag 2 - Berg / vogels	Rupicola rupicola	Draadbaan	Draadbaan	L.12	TRUE					Rupicola rupicola	Draadbaan	L.12	TRUE																											
ZMA.AVES.54577	Verleiding	803.N.006.C1 Nestje kijken	Dicrurus paradiseus	Draadbaan		05.10.3	TRUE									Dicrurus paradiseus		05.10.3	TRUE																							
ZMA.AVES.54578	Verleiding	803.N.006.C1 Nestje kijken	Dicrurus leucophaeus	Draadbaan		05.10.3	TRUE									Dicrurus leucophaeus		05.10.3	TRUE																							
ZMA.AVES.54581	Verleiding	803.V.002.C Etalage Opvallen	Parotia sefilata	Draadbaan		06.05.2	TRUE									Parotia sefilata		06.05.2	TRUE																							
ZMA.AVES.54619	Ontmoeting	802.L.001.005.02 Laag 2 - Berg / vogels	Corvus cornix	Draadbaan	Draadbaan	10.04.3	TRUE					Corvus cornix	Draadbaan	10.04.3	TRUE																											
ZMA.AVES.54623	Dood	808.G.34 (was G.16)	Corvus corax	Draadbaan	Draadbaan	03.12.3	TRUE																				Corvus corax	Draadbaan	03.12.3	TRUE												
ZMA.AVES.54628	LiveScience	tba	Tijgerroerdomp	Draadbaan	Draadbaan	Draadbaan vide	FALSE	Tijgerroerdomp	Draadbaan	Draadbaan vide	FALSE																															
ZMA.AVES.55625	Dood	808.P.010	Raphus cucullatus	Toren	Toren	DW.E.01.017	TRUE																				Raphus cucullatus	Toren	DW.E.01.017	TRUE												
ZMA.AVES.56120	Verleiding	803.N.017.C Kassa	Anas platyrhynchos	Draadbaan		06.02.3	TRUE									Anas platyrhynchos		06.02.3	TRUE																							
ZMA.AVES.56121	Verleiding	803.N.017.C Kassa	Anas platyrhynchos	Draadbaan		06.02.3	TRUE									Anas platyrhynchos		06.02.3	TRUE																							
ZMA.AVES.56263	Verleiding	803.N.003.C Feesttaart	Anas clypeata	Toren		TOREN	TRUE									Anas clypeata		TOREN	TRUE																							
ZMA.AVES.56350	Ontmoeting	802.L.001.005.02 Laag 2 - Berg / vogels	Eudocimus ruber	Draadbaan	Draadbaan	10.06.2	TRUE					Eudocimus ruber	Draadbaan	10.06.2	TRUE																											
ZMA.AVES.56732	LiveScience	tba	Kale Ibis	Draadbaan	Draadbaan	Draadbaan vide	FALSE	Kale Ibis	Draadbaan	Draadbaan vide	FALSE																															
ZMA.AVES.56864	Verleiding	803.N.003.C Feesttaart	Balearica pavonina	Toren		TOREN	TRUE									Balearica pavonina		TOREN	TRUE																							
ZMA.AVES.57157	Ontmoeting	802.L.001.005.03 Laag 2 - Berg / Nachtdieren - Roofvogels	Bubo scandiacus / Nyctea scandiaca	Draadbaan	Draadbaan	10.04.3	TRUE					Bubo scandiacus / Nyctea scandiaca	Draadbaan	10.04.3	TRUE																											
ZMA.AVES.57986	Ontmoeting	802.L.001.001.02 Getijdenzone land / vogels	Numenius arquata arquata	Draadbaan	Draadbaan	12.13.3	TRUE					Numenius arquata arquata	Draadbaan	12.13.3	TRUE																											
ZMA.AVES.58875	Verleiding	803.V.002.C Etalage Opvallen	Paradisaea minor	Draadbaan		06.05.2	TRUE									Paradisaea minor		06.05.2	TRUE																							
ZMA.AVES.58984	LiveScience	tba	Roze Pelican	Draadbaan	Draadbaan	Draadbaan vide	FALSE	Roze Pelican	Draadbaan	Draadbaan vide	FALSE																															
ZMA.AVES.59715	Verleiding	803.N.006.C2 Waternesten	Fulica atra	Toren		TOREN	TRUE									Fulica atra		TOREN	TRUE																							
ZMA.AVES.59716	Verleiding	803.N.006.C2 Waternesten	Fulica atra	Toren		TOREN	TRUE									Fulica atra		TOREN	TRUE																							
ZMA.AVES.59717	Verleiding	803.N.006.C2 Waternesten	Fulica atra	Toren		TOREN	TRUE									Fulica atra		TOREN	TRUE																							
ZMA.AVES.59722	LiveScience	tba	spiegelpauw	Draadbaan	Draadbaan	Draadbaan vide	FALSE	spiegelpauw	Draadbaan	Draadbaan vide	FALSE																															
ZMA.AVES.59837	Verleiding	803.V.002.C Etalage Opvallen	Lophophorus impejanus	Draadbaan		06.05.2	TRUE									Lophophorus impejanus		06.05.2	TRUE																							
ZMA.AVES.60039	Ontmoeting	802.L.001.001.02 Getijdenzone land / vogels	Agamia agamia	Draadbaan	Draadbaan	12.13.3	TRUE					Agamia agamia	Draadbaan	12.13.3	TRUE																											
ZMA.AVES.60074	Verleiding	803.N.006.C1 Nestje kijken	Ciconia ciconia	Draadbaan		05.06.3	TRUE									Ciconia ciconia		05.06.3	TRUE																							
ZMA.AVES.60812	Dood	808.G.34 (was G.37)	Falco peregrinus peregrinus	Draadbaan	Draadbaan	03.12.3	TRUE																				Falco peregrinus peregrinus	Draadbaan	03.12.3	TRUE												
ZMA.AVES.60813	Dood	808.G.34 (was G.37)	Columba oenas	Draadbaan	Draadbaan	03.12.3	TRUE																				Columba oenas	Draadbaan	03.12.3	TRUE												
ZMA.AVES.64752	Verleiding	803.N.006.C1 Nestje kijken	Remiz pendulinus	Draadbaan		06.11.3	TRUE									Remiz pendulinus		06.11.3	TRUE																							
ZMA.AVES.64852	Verleiding	803.N.006.C1 Nestje kijken	Ploceus spec.	Draadbaan		06.11.2	TRUE									Ploceus spec.		06.11.2	TRUE																							
ZMA.AVES.65011	Verleiding	803.N.006.C1 Nestje kijken	Ploceus spec.	Draadbaan		06.11.2	TRUE									Ploceus spec.		06.11.2	TRUE																							
ZMA.AVES.65495	Verleiding	803.N.007.C1 Etagere 1	Tinamou sp.	Draadbaan		05.01.2	TRUE									Tinamou sp.		05.01.2	TRUE																							
ZMA.AVES.763	Verleiding	803.V.002.C Etalage Opvallen	Paradisaea apoda	Draadbaan		06.05.3	TRUE									Paradisaea apoda		06.05.3	TRUE																							
ZMA.AVES.8726	Verleiding	803.N.007.E Eieren	Struthio camelus	Draadbaan		05.01.2	TRUE									Struthio camelus		05.01.2	TRUE																							
RMNH.MAM.59197	Verleiding	803.V.005.C Etalage Vechten	Connochaetes gnou	Toren		TOREN	FALSE									Connochaetes gnou		TOREN	FALSE																							
RMNH.MAM.59198	Verleiding	803.V.005.C Etalage Vechten	Rusa unicolor	Toren		TOREN	FALSE									Rusa unicolor		TOREN	FALSE																							
RMNH.MAM.59199	Verleiding	803.V.005.C Etalage Vechten	Gazella leptoceros loderi	Toren		TOREN	FALSE									Gazella leptoceros loderi		TOREN	FALSE																							
ZMA.ECH.E.7929	Verleiding	803.N.003.C Feesttaart	Gracilechinus acutus	Toren		TOREN	FALSE									Gracilechinus acutus		TOREN	FALSE																							
ZMA.INS.1242668	Verleiding	803.V.001.C Etalage Geur	Eristalis pertinax	Vondellaan		Vondellaan, Pasquale Ciliberti	TRUE									Eristalis pertinax		Vondellaan, Pasquale Ciliberti	TRUE																							
ZMA.INS.1242669	Verleiding	803.V.002.C Etalage Opvallen	Cyrtodiopsis dalammni	Vondellaan		Vondellaan, Pasquale Ciliberti	TRUE									Cyrtodiopsis dalammni		Vondellaan, Pasquale Ciliberti	TRUE																							
ZMA.INS.1242670	Verleiding	803.V.002.C Etalage Opvallen	Cyrtodiopsis dalammni	Vondellaan		Vondellaan, Pasquale Ciliberti	TRUE									Cyrtodiopsis dalammni		Vondellaan, Pasquale Ciliberti	TRUE																							
ZMA.INS.1242671	Verleiding	803.V.002.C Etalage Opvallen	Cyrtodiopsis dalammni	Vondellaan		Vondellaan, Pasquale Ciliberti	TRUE									Cyrtodiopsis dalammni		Vondellaan, Pasquale Ciliberti	TRUE																							
ZMA.INS.1390902	Verleiding	803.N.006.C1 Nestje kijken	Dolichovespula media	Draadbaan		05.06.3	FALSE									Dolichovespula media		05.06.3	FALSE																							
ZMA.INS.267859	LiveScience	tba	Pollenpakketten	Vondellaan	Vondellaan	Opslagruimte Ento, 1ste verdieping	FALSE	Pollenpakketten	Vondellaan	Opslagruimte Ento, 1ste verdieping	FALSE																															
ZMA.INS.592039	Verleiding	803.N.003.C Feesttaart	Acherontia atropos Linnaeus, 1758	Vondellaan		Vondellaan, Rob de Vos	TRUE									Acherontia atropos Linnaeus, 1758		Vondellaan, Rob de Vos	TRUE																							
ZMA.INS.592043	Verleiding	803.N.003.C Feesttaart	Acherontia atropos Linnaeus, 1758	Vondellaan		Vondellaan, Rob de Vos	TRUE									Acherontia atropos Linnaeus, 1758		Vondellaan, Rob de Vos	TRUE																							
ZMA.INS.592072	Verleiding	803.N.003.C Feesttaart	Acherontia atropos Linnaeus, 1758	Vondellaan		Vondellaan, Rob de Vos	TRUE									Acherontia atropos Linnaeus, 1758		Vondellaan, Rob de Vos	TRUE																							
ZMA.INS.592347	Verleiding	803.N.003.C Feesttaart	Agrius convolvuli Linnaeus, 1758	Vondellaan		Vondellaan, Rob de Vos	TRUE									Agrius convolvuli Linnaeus, 1758		Vondellaan, Rob de Vos	TRUE																							
ZMA.INS.593140	Verleiding	803.N.003.C Feesttaart	Agrius convolvuli Linnaeus, 1758	Vondellaan		Vondellaan, Rob de Vos	TRUE									Agrius convolvuli Linnaeus, 1758		Vondellaan, Rob de Vos	TRUE																							
ZMA.INS.593256	Verleiding	803.N.003.C Feesttaart	Agrius convolvuli Linnaeus, 1758	Vondellaan		Vondellaan, Rob de Vos	TRUE									Agrius convolvuli Linnaeus, 1758		Vondellaan, Rob de Vos	TRUE																							
ZMA.INS.600394	Verleiding	803.N.003.C Feesttaart	Deilephila elpenor Linnaeus, 1758	Vondellaan		Vondellaan, Rob de Vos	TRUE									Deilephila elpenor Linnaeus, 1758		Vondellaan, Rob de Vos	TRUE																							
ZMA.INS.600438	Verleiding	803.N.003.C Feesttaart	Deilephila elpenor Linnaeus, 1758	Vondellaan		Vondellaan, Rob de Vos	TRUE									Deilephila elpenor Linnaeus, 1758		Vondellaan, Rob de Vos	TRUE																							
ZMA.INS.600607	Verleiding	803.N.003.C Feesttaart	Deilephila elpenor Linnaeus, 1758	Vondellaan		Vondellaan, Rob de Vos	TRUE									Deilephila elpenor Linnaeus, 1758		Vondellaan, Rob de Vos	TRUE																							
ZMA.INS.629875	LiveScience	tba	Pollenpakketten	Vondellaan	Vondellaan	Opslagruimte Ento, 1ste verdieping	FALSE	Pollenpakketten	Vondellaan	Opslagruimte Ento, 1ste verdieping	FALSE																															
ZMA.INS.634145	LiveScience	tba	Pollenpakketten	Vondellaan	Vondellaan	Opslagruimte Ento, 1ste verdieping	FALSE	Pollenpakketten	Vondellaan	Opslagruimte Ento, 1ste verdieping	FALSE																															
ZMA.INS.958798	Verleiding	803.N.007.C5 Etagere 4	Malacosoma neustria	Vondellaan		Vondellaan, Rob	TRUE									Malacosoma neustria		Vondellaan, Rob	TRUE																							
ZMA.INS.961131	Verleiding	803.N.007.C5 Etagere 4	Macrothylacia rubi	Vondellaan		Vondellaan, Rob	TRUE									Macrothylacia rubi		Vondellaan, Rob	TRUE																							
ZMA.INS.961148	Verleiding	803.N.007.C5 Etagere 4	Macrothylacia rubi	Vondellaan		Vondellaan, Rob	TRUE									Macrothylacia rubi		Vondellaan, Rob	TRUE																							
ZMA.INS.961549	Verleiding	803.N.007.C5 Etagere 4	Macrothylacia rubi	Vondellaan		Vondellaan, Rob	TRUE									Macrothylacia rubi		Vondellaan, Rob	TRUE																							
ZMA.INS.961564	Verleiding	803.N.007.C5 Etagere 4	Macrothylacia rubi	Vondellaan		Vondellaan, Rob	TRUE									Macrothylacia rubi		Vondellaan, Rob	TRUE																							
ZMA.INS.961570	Verleiding	803.N.007.C5 Etagere 4	Macrothylacia rubi	Vondellaan		Vondellaan, Rob	TRUE									Macrothylacia rubi		Vondellaan, Rob	TRUE																							
ZMA.INS.961571	Verleiding	803.N.007.C5 Etagere 4	Macrothylacia rubi	Vondellaan		Vondellaan, Rob	TRUE									Macrothylacia rubi		Vondellaan, Rob	TRUE																							
ZMA.INS.961611	Verleiding	803.N.007.C5 Etagere 4	Macrothylacia rubi	Vondellaan		Vondellaan, Rob	TRUE									Macrothylacia rubi		Vondellaan, Rob	TRUE																							
RMNH.MAM.59200	Verleiding	803.V.005.C Etalage Vechten	Odocoileus virginianus	Toren		TOREN	FALSE									Odocoileus virginianus		TOREN	FALSE																							
ZMA.MAM.10457	LiveScience	tba	Bubalus bubalis	Toren	Toren	13L	FALSE	Bubalus bubalis	Toren	13L	FALSE																															
ZMA.MAM.10459	LiveScience	tba	Syncerus caffer	Toren	Toren	13L	FALSE	Syncerus caffer	Toren	13L	FALSE																															
ZMA.MAM.10473	LiveScience	tba	Bubalus bubalis	Toren	Toren	13L	FALSE	Bubalus bubalis	Toren	13L	FALSE																															
ZMA.MAM.10609	Verleiding	803.V.001.C Etalage Geur	Canis familiaris	Draadbaan		06.04.3	TRUE									Canis familiaris		06.04.3	TRUE																							
ZMA.MAM.12466	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Papio hamadryas	Draadbaan	Draadbaan	11.08.3	TRUE					Papio hamadryas	Draadbaan	11.08.3	TRUE																											
ZMA.MAM.13292	Dood	808.G.22	Oryctolagus cuniculus	Draadbaan	Draadbaan	03.09.2	TRUE																				Oryctolagus cuniculus	Draadbaan	03.09.2	TRUE												
ZMA.MAM.139.022	Dood	808.G.40	Rangifer tarandus	Draadbaan	Draadbaan	03.13.2	TRUE																				Rangifer tarandus	Draadbaan	03.13.2	TRUE												
ZMA.MAM.1798	LiveScience	tba	kleine panda	Draadbaan	Draadbaan	Draadbaan vide	FALSE	kleine panda	Draadbaan	Draadbaan vide	FALSE																															
ZMA.MAM.21418	Ontmoeting	802.L.001.004.01 Laag 2 Landdieren	Tachyglossus aculeatus	Draadbaan	Draadbaan	12.09.3	TRUE					Tachyglossus aculeatus	Draadbaan	12.09.3	TRUE																											
ZMA.MAM.22112	Verleiding	803.S.002.C5 Penisbot	Odobenus rosmarus	Draadbaan		05.13.3	TRUE									Odobenus rosmarus		05.13.3	TRUE																							
ZMA.MAM.25910	IJstijd	AA8	Pannonictis pelgrimi	Toren	toren	16/17, BE.558104	FALSE																																Pannonictis pelgrimi	toren	16/17, BE.558104	FALSE
ZMA.MAM.25915	IJstijd	AA8	Desmana thermalis	Toren	toren	16/17, BE.558104	FALSE																																Desmana thermalis	toren	16/17, BE.558104	FALSE
ZMA.MAM.25916	IJstijd	AA8	Hypolagus brachygnathus	Toren	toren	16/17, BE.558104	FALSE																																Hypolagus brachygnathus	toren	16/17, BE.558104	FALSE
ZMA.MAM.25917	IJstijd	AA8	Hypolagus brachygnathus	Toren	toren	16/17, BE.558104	FALSE																																Hypolagus brachygnathus	toren	16/17, BE.558104	FALSE
ZMA.MAM.25928	IJstijd	AA8	Mimomys pliocaenicus	Toren	toren	16/17, BE.558104	FALSE																																Mimomys pliocaenicus	toren	16/17, BE.558104	FALSE
ZMA.MAM.25929	IJstijd	AA8	Esox	Toren	toren	16/17, BE.558104	FALSE																																Esox	toren	16/17, BE.558104	FALSE
ZMA.MAM.25933	IJstijd	AA8	Mimomys pliocaenicus	Toren	toren	16/17, BE.558104	FALSE																																Mimomys pliocaenicus	toren	16/17, BE.558104	FALSE
ZMA.MAM.26018	IJstijd	AA8	Pannonictis pelgrimi	Toren	toren	16/17, BE.558104	FALSE																																Pannonictis pelgrimi	toren	16/17, BE.558104	FALSE
ZMA.MAM.26045	IJstijd	AA8	Magnolia kobus, druivenzaden, Euryale limburgensis, Decodon globosus, Vitis sylvestris	Toren	toren	16/17, BE.558104	FALSE																																Magnolia kobus, druivenzaden, Euryale limburgensis, Decodon globosus, Vitis sylvestris	toren	16/17, BE.558104	FALSE
ZMA.MAM.26051	IJstijd	AA8.2 vitrine	Macaca sylvanus florentina 	Toren	toren	16/17, BE.558104	FALSE																																Macaca sylvanus florentina 	toren	16/17, BE.558104	FALSE
ZMA.MAM.26052	IJstijd	AA8.2 vitrine	Macaca sylvanus florentina 	Toren	toren	16/17, BE.558104	FALSE																																Macaca sylvanus florentina 	toren	16/17, BE.558104	FALSE
ZMA.MAM.26053	IJstijd	AA8.2 vitrine	Macaca sylvanus florentina 	Toren	toren	16/17, BE.558104	FALSE																																Macaca sylvanus florentina 	toren	16/17, BE.558104	FALSE
ZMA.MAM.26054	IJstijd	AA8.2 vitrine	Macaca sylvanus florentina 	Toren	toren	16/17, BE.558104	FALSE																																Macaca sylvanus florentina 	toren	16/17, BE.558104	FALSE
ZMA.MAM.26364	Verleiding	803.N.014.C BH’tjes	Ornithorhynchus anatinus	Draadbaan		05.09.3	TRUE									Ornithorhynchus anatinus		05.09.3	TRUE																							
ZMA.MAM.27490	LiveScience	tba	Ree kop	Toren	Toren	13R	FALSE	Ree kop	Toren	13R	FALSE																															
ZMA.MAM.27491	LiveScience	tba	Ree kop	Toren	Toren	13R	FALSE	Ree kop	Toren	13R	FALSE																															
ZMA.MAM.27640	LiveScience	tba	Ree kop	Toren	Toren	13R	FALSE	Ree kop	Toren	13R	FALSE																															
ZMA.MAM.27642	LiveScience	tba	Ree kop	Toren	Toren	13R	FALSE	Ree kop	Toren	13R	FALSE																															
ZMA.MAM.27643	LiveScience	tba	Ree kop	Toren	Toren	13R	FALSE	Ree kop	Toren	13R	FALSE																															
ZMA.MAM.27644	LiveScience	tba	Ree kop	Toren	Toren	13R	FALSE	Ree kop	Toren	13R	FALSE																															
ZMA.MAM.27645	LiveScience	tba	Ree kop	Toren	Toren	13R	FALSE	Ree kop	Toren	13R	FALSE																															
ZMA.MAM.27646	LiveScience	tba	Ree kop	Toren	Toren	13R	FALSE	Ree kop	Toren	13R	FALSE																															
ZMA.MAM.27647	LiveScience	tba	Ree kop	Toren	Toren	13R	FALSE	Ree kop	Toren	13R	FALSE																															
ZMA.MAM.27649	LiveScience	tba	Ree kop	Toren	Toren	13R	FALSE	Ree kop	Toren	13R	FALSE																															
ZMA.MAM.27650	LiveScience	tba	Ree kop	Toren	Toren	13R	FALSE	Ree kop	Toren	13R	FALSE																															
ZMA.MAM.27652	LiveScience	tba	Ree kop	Toren	Toren	13R	FALSE	Ree kop	Toren	13R	FALSE																															
ZMA.MAM.27653	LiveScience	tba	Ree kop	Toren	Toren	13R	FALSE	Ree kop	Toren	13R	FALSE																															
ZMA.MAM.27655	LiveScience	tba	Ree kop	Toren	Toren	13R	FALSE	Ree kop	Toren	13R	FALSE																															
ZMA.MAM.27656	LiveScience	tba	Ree kop	Toren	Toren	13R	FALSE	Ree kop	Toren	13R	FALSE																															
ZMA.MAM.27657	LiveScience	tba	Ree kop	Toren	Toren	13R	FALSE	Ree kop	Toren	13R	FALSE																															
ZMA.MAM.27658	LiveScience	tba	Ree kop	Toren	Toren	13R	FALSE	Ree kop	Toren	13R	FALSE																															
ZMA.MAM.27659	LiveScience	tba	Ree kop	Toren	Toren	13R	FALSE	Ree kop	Toren	13R	FALSE																															
ZMA.MAM.27660	LiveScience	tba	Ree kop	Toren	Toren	13R	FALSE	Ree kop	Toren	13R	FALSE																															
ZMA.MAM.27661	LiveScience	tba	Ree kop	Toren	Toren	13R	FALSE	Ree kop	Toren	13R	FALSE																															
ZMA.MAM.27667	LiveScience	tba	Ree kop	Toren	Toren	13R	FALSE	Ree kop	Toren	13R	FALSE																															
ZMA.MAM.27670	LiveScience	tba	Ree kop	Toren	Toren	13R	FALSE	Ree kop	Toren	13R	FALSE																															
ZMA.MAM.27677	LiveScience	tba	Cervus elaphus	Toren	Toren	13L	FALSE	Cervus elaphus	Toren	13L	FALSE																															
ZMA.MAM.28436	Ontmoeting	802.L.001.006.01 Laag 2 - Berg / katten	Lynx lynx	Draadbaan	Draadbaan	L.18	TRUE					Lynx lynx	Draadbaan	L.18	TRUE																											
ZMA.MAM.28444	Verleiding	Ouderdieren	Nasua narica	Draadbaan		05.04.1	TRUE									Nasua narica		05.04.1	TRUE																							
ZMA.MAM.28687	Ontmoeting	802.L.001.003 Berenhoek	ursus arctos	Draadbaan	Draadbaan	L.08	TRUE					ursus arctos	Draadbaan	L.08	TRUE																											
ZMA.MAM.28861	Ontmoeting	802.L.001.004.03 Laag 2 Landdieren	Bison bonasus	Draadbaan	Draadbaan	GF-TT	FALSE					Bison bonasus	Draadbaan	GF-TT	FALSE																											
RMNH.MAM.59201	Verleiding	803.V.005.C Etalage Vechten	Bubalus bubalis	Toren		TOREN	FALSE									Bubalus bubalis		TOREN	FALSE																							
ZMA.MAM.2896	Dood	808.G.22	Dugong dugon 	Draadbaan	Draadbaan	03.09.1	TRUE																				Dugong dugon 	Draadbaan	03.09.1	TRUE												
ZMA.MAM.29203	Verleiding	803.N.003.C Feesttaart	Lepus europaeus Pallas, 1778	Draadbaan		05.03.3	TRUE									Lepus europaeus Pallas, 1778		05.03.3	TRUE																							
ZMA.MAM.29366	Verleiding	803.S.005.C1 Nooit genoeg	Saiga tatarica	Draadbaan		06.13.3	TRUE									Saiga tatarica		06.13.3	TRUE																							
RMNH.MAM.59203	Verleiding	803.V.005.C Etalage Vechten	Oryx gazella	Toren		TOREN	FALSE									Oryx gazella		TOREN	FALSE																							
ZMA.MAM.29420	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Ailurus fulgens	Draadbaan	Draadbaan	11.05.3	TRUE					Ailurus fulgens	Draadbaan	11.05.3	TRUE																											
ZMA.MAM.29424	Ontmoeting	802.L.001.004.01 Laag 2 Landdieren	Canis lupus	Draadbaan	Vondellaan	VL.e.02.03	TRUE					Canis lupus	Vondellaan	VL.e.02.03	TRUE																											
ZMA.MAM.29427	Ontmoeting	802.L.001.006.02 Laag 2 - Berg / vogels	Vulpes zerda	Draadbaan	Draadbaan	10.08.3	TRUE					Vulpes zerda	Draadbaan	10.08.3	TRUE																											
ZMA.MAM.29431	Verleiding	803.N.017.C Kassa	Vulpes vulpes	Draadbaan		06.02.3	FALSE									Vulpes vulpes		06.02.3	FALSE																							
ZMA.MAM.29432	Dood	808.G.27	Vulpes vulpes	Draadbaan	Draadbaan	03.10.1	TRUE																				Vulpes vulpes	Draadbaan	03.10.1	TRUE												
ZMA.MAM.29433	Ontmoeting	802.L.001.004.01 Laag 2 Landdieren	Vulpes vulpes	Draadbaan	Draadbaan	12.11.2	TRUE					Vulpes vulpes	Draadbaan	12.11.2	TRUE																											
ZMA.MAM.29438	Ontmoeting	802.L.001.006.01 Laag 2 - Berg / katten	Leo leo	Draadbaan	Draadbaan	10.07.2	TRUE					Leo leo	Draadbaan	10.07.2	TRUE																											
ZMA.MAM.29440	Verleiding	803.N.003.C Feesttaart	Panthera leo	Draadbaan		05.03.3	TRUE									Panthera leo		05.03.3	TRUE																							
ZMA.MAM.29464	Ontmoeting	802.L.001.003 Berenhoek	ursus arctos syriacus	Draadbaan	Draadbaan	L.08	TRUE					ursus arctos syriacus	Draadbaan	L.08	TRUE																											
ZMA.MAM.29466	Dood	808.G.22	Ursus maritimus	Draadbaan	Draadbaan	03.09.2	TRUE																				Ursus maritimus	Draadbaan	03.09.2	TRUE												
ZMA.MAM.29484	Ontmoeting	802.L.001.006.02 Laag 2 - Berg / vogels	Sarcophilus laniarius 	Draadbaan	Draadbaan	10.08.3	TRUE					Sarcophilus laniarius 	Draadbaan	10.08.3	TRUE																											
ZMA.MAM.29497	Ontmoeting	802.L.001.002.01 Laag 2 - Rond de waterplaats 1	Oryctolagus cuniculus	Draadbaan	Draadbaan	12.12.1	TRUE					Oryctolagus cuniculus	Draadbaan	12.12.1	TRUE																											
ZMA.MAM.29517	Verleiding	803.N.005.C1 Pappa’s	Leontopithecus rosalia	Draadbaan		05.05.3	TRUE									Leontopithecus rosalia		05.05.3	TRUE																							
ZMA.MAM.29540	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Gorilla gorilla (Savage & Wyman, 1847)	Draadbaan	Draadbaan	L.19	TRUE					Gorilla gorilla (Savage & Wyman, 1847)	Draadbaan	L.19	TRUE																											
ZMA.MAM.29571	Verleiding	803.V.001.C Etalage Geur	Lemur catta	Draadbaan		06.04.1	TRUE									Lemur catta		06.04.1	TRUE																							
ZMA.MAM.29596	Verleiding	803.N.017.C Kassa	Ondatra zibethicus	Draadbaan		06.02.3	TRUE									Ondatra zibethicus		06.02.3	TRUE																							
ZMA.MAM.29597	Verleiding	803.N.017.C Kassa	Ondatra zibethicus	Draadbaan		06.02.3	TRUE									Ondatra zibethicus		06.02.3	TRUE																							
ZMA.MAM.29598	Verleiding	803.N.017.C Kassa	Ondatra zibethicus	Draadbaan		06.02.3	TRUE									Ondatra zibethicus		06.02.3	TRUE																							
ZMA.MAM.29602	Verleiding	803.N.006.C1 Nestje kijken	Micromys minutus	Draadbaan		06.10.3	TRUE									Micromys minutus		06.10.3	TRUE																							
ZMA.MAM.29629	Verleiding	803.N.017.C Kassa	Ondatra zibethicus	Draadbaan		06.02.3	FALSE									Ondatra zibethicus		06.02.3	FALSE																							
ZMA.MAM.29632	Verleiding	Ouderdieren	Lepus europaeus Pallas, 1778	Draadbaan		05.04.3	TRUE									Lepus europaeus Pallas, 1778		05.04.3	TRUE																							
ZMA.MAM.29633	Ontmoeting	802.L.001.001.01 Getijdenzone land	Lutra lutra	Draadbaan	Draadbaan	12.14.1	TRUE					Lutra lutra	Draadbaan	12.14.1	TRUE																											
ZMA.MAM.29636	Ontmoeting	802.L.001.004.01 Laag 2 Landdieren	Canis lupus	Draadbaan	Draadbaan	L.16	TRUE					Canis lupus	Draadbaan	L.16	TRUE																											
ZMA.MAM.30059	Dood	808.G.38	Sus scrofa	Draadbaan	Draadbaan	03.13.3	TRUE																				Sus scrofa	Draadbaan	03.13.3	TRUE												
ZMA.MAM.30071	Verleiding	803.V.001.C Etalage Geur	Castor fiber	Draadbaan		06.04.1	TRUE									Castor fiber		06.04.1	TRUE																							
ZMA.MAM.30074	Ontmoeting	802.L.001.006.01 Laag 2 - Berg / katten	Acinonyx jubatus	Draadbaan	Draadbaan	L.12	TRUE					Acinonyx jubatus	Draadbaan	L.12	TRUE																											
ZMA.MAM.30075	Ontmoeting	802.L.001.006.01 Laag 2 - Berg / katten	Panthera uncia of Uncia uncia	Draadbaan	Draadbaan	L.17	TRUE					Panthera uncia of Uncia uncia	Draadbaan	L.17	TRUE																											
ZMA.MAM.30076	Ontmoeting	802.L.001.006.01 Laag 2 - Berg / katten	Panthera pardus	Draadbaan	Draadbaan	L.12	TRUE					Panthera pardus	Draadbaan	L.12	TRUE																											
ZMA.MAM.30077	Ontmoeting	802.L.001.006.01 Laag 2 - Berg / katten	Panthera tigris altaica	Draadbaan	Draadbaan	GF-TT	TRUE					Panthera tigris altaica	Draadbaan	GF-TT	TRUE																											
ZMA.MAM.30083	Verleiding	803.N.006.C1 Nestje kijken	Micromys minutus	Draadbaan		06.10.3	TRUE									Micromys minutus		06.10.3	TRUE																							
ZMA.MAM.4755	Dood	808.G.22	Canis lupus	Draadbaan	Draadbaan	03.09.3	TRUE																				Canis lupus	Draadbaan	03.09.3	TRUE												
ZMA.MAM.5289	Dood	808.G.22	Hexaprotodon liberiensis	Draadbaan	Draadbaan	03.09.2	TRUE																				Hexaprotodon liberiensis	Draadbaan	03.09.2	TRUE												
ZMA.MAM.60296	Verleiding	803.S.005.C1 Nooit genoeg	Oryctolagus cuniculus	Draadbaan		06.13.2	TRUE									Oryctolagus cuniculus		06.13.2	TRUE																							
ZMA.MAM.8941	Dood	808.P.007	Felis catus	Draadbaan	Draadbaan	04.08.3	TRUE																				Felis catus	Draadbaan	04.08.3	TRUE												
ZMA.MAM.9451	Verleiding	803.V.006.C Etalage Geluid	Alouatta seniculus	Draadbaan		06.09.2	TRUE									Alouatta seniculus		06.09.2	TRUE																							
ZMA.MAM.9906	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Suricata suricatta	Draadbaan	Draadbaan	11.07.3	TRUE					Suricata suricatta	Draadbaan	11.07.3	TRUE																											
