L.2111701	Verleiding	803.N.003.C Feesttaart	Nephrolepis spec.	krulvaren kiem (opgerold blad)	Onbekend				FALSE											Nephrolepis spec.	krulvaren kiem (opgerold blad)			FALSE																																	
L.2111702	Verleiding	803.N.003.C Feesttaart	Coniferae spec.	naaldboom kiem (spar, den, lariks, sprietige kiem)	Onbekend				FALSE											Coniferae spec.	naaldboom kiem (spar, den, lariks, sprietige kiem)			FALSE																																	
L.2111704	Verleiding	803.S.008.C Zonder seks	Rubus spec.	braam	Draadbaan		06.12.1		TRUE											Rubus spec.	braam		06.12.1	TRUE																																	
L.2111706	Dood	808.P.002	Selaginella lepidophylla	Valse roos van Jericho	Museum	Vondellaan ?		lijmen met siliconenlijm	FALSE																													Selaginella lepidophylla	Valse roos van Jericho	Vondellaan ?		FALSE															
L.2111707	Dood	808.P.002	tba	Kunsstof bloemen op vaas	Museum	Vondellaan		los plaatsen	FALSE																													tba	Kunsstof bloemen op vaas	Vondellaan		FALSE															
L.2111708	Dood		tba	Gestreept nestzwammetje	Museum	Draadbaan	03.06.3	lijmen met siliconenlijm	TRUE																													tba	Gestreept nestzwammetje	Draadbaan	03.06.3	TRUE															
L.2111709	Verleiding	803.N.002.C Nieuw leven	Phaseolus coccineus	ontkiemend plantje (pronkboon)	Draadbaan		05.03.1		TRUE											Phaseolus coccineus	ontkiemend plantje (pronkboon)		05.03.1	TRUE																																	
L.2111713	Verleiding	803.N.010.C5 Letterbak 5	Lunaria annua	judaspenning	Draadbaan		05.11.2		n.v.t.											Lunaria annua	judaspenning		05.11.2	n.v.t.																																	
L.2111714	Verleiding	803.N.010.C9 Open stukken	tba	Katoentak	Draadbaan		0512.1		FALSE											tba	Katoentak		0512.1	FALSE																																	
L.2111715	Verleiding	803.N.010.C5 Letterbak 5	tba	Esdoorn	Draadbaan		05.11.2		n.v.t.											tba	Esdoorn		05.11.2	n.v.t.																																	
L.2111716	Verleiding	803.N.010.C5 Letterbak 5	Gossypium herbaceum	Katoen	Draadbaan		05.11.2		n.v.t.											Gossypium herbaceum	Katoen		05.11.2	n.v.t.																																	
L.2111717	Verleiding	803.N.010.C5 Letterbak 5	Vanilla planifolia	Vanille peulen	Draadbaan		05.11.2		n.v.t.											Vanilla planifolia	Vanille peulen		05.11.2	n.v.t.																																	
L.2111718	Verleiding	803.N.010.C5 Letterbak 5	Acer campestre	Spaanse aak (=veldesdoorn)	Draadbaan		05.11.2		n.v.t.											Acer campestre	Spaanse aak (=veldesdoorn)		05.11.2	n.v.t.																																	
L.2111719	Verleiding	803.N.010.C8 Letterbak 8	tba	Sindora	Draadbaan		05.11.1		n.v.t.											tba	Sindora		05.11.1	n.v.t.																																	
L.2111721	Verleiding	803.N.010.C7 Letterbak 7	tba	Oostenrijkse den	Draadbaan		05.11.1		n.v.t.											tba	Oostenrijkse den		05.11.1	n.v.t.																																	
L.2111722	Verleiding	803.N.010.C8 Letterbak 8	tba	Stangenia (man)	Draadbaan		05.11.1		n.v.t.											tba	Stangenia (man)		05.11.1	n.v.t.																																	
L.2111724	Verleiding	803.N.010.C8 Letterbak 8	tba	Merbau	Draadbaan		05.11.1		n.v.t.											tba	Merbau		05.11.1	n.v.t.																																	
L.2111726	Verleiding	803.N.010.C8 Letterbak 8	tba	Tuinlupine	Draadbaan		05.11.1		n.v.t.											tba	Tuinlupine		05.11.1	n.v.t.																																	
L.2111727	Verleiding	803.N.010.C7 Letterbak 7	tba	Den	Draadbaan		05.11.1		n.v.t.											tba	Den		05.11.1	n.v.t.																																	
L.2111728	Verleiding	803.N.010.C7 Letterbak 7	tba	Sitkaspar	Draadbaan		05.11.1		n.v.t.											tba	Sitkaspar		05.11.1	n.v.t.																																	
L.2111729	Verleiding	803.N.010.C9 Open stukken	tba	Libanonceder	Draadbaan		05.11.1		FALSE											tba	Libanonceder		05.11.1	FALSE																																	
L.2111730	Verleiding	803.N.010.C4 Letterbak 4	tba	Robinia	Draadbaan		05.11.1		n.v.t.											tba	Robinia		05.11.1	n.v.t.																																	
L.2111731	Verleiding	803.N.010.C7 Letterbak 7	tba	Japase parasolden	Draadbaan		05.11.1		n.v.t.											tba	Japase parasolden		05.11.1	n.v.t.																																	
L.2111732	Verleiding	803.N.010.C4 Letterbak 4	tba	Johannes brood boom	Draadbaan		05.11.1		n.v.t.											tba	Johannes brood boom		05.11.1	n.v.t.																																	
L.2111734	Verleiding	803.N.010.C7 Letterbak 7	tba	Europese Judasboom	Draadbaan		05.11.1		n.v.t.											tba	Europese Judasboom		05.11.1	n.v.t.																																	
L.2111735	Verleiding	803.N.010.C5 Letterbak 5	tba	Mammoet boom	Draadbaan		05.11.1		n.v.t.											tba	Mammoet boom		05.11.1	n.v.t.																																	
L.2111736	Verleiding	803.N.010.C6 Letterbak 6	tba	Westerse levensboom	Draadbaan		05.11.1		n.v.t.											tba	Westerse levensboom		05.11.1	n.v.t.																																	
L.2111737	Verleiding	803.N.010.C7 Letterbak 7	tba	Europese lariks	Draadbaan		05.11.1		n.v.t.											tba	Europese lariks		05.11.1	n.v.t.																																	
L.2111739	Verleiding	803.N.010.C5 Letterbak 5	tba	Parasolden	Draadbaan		05.11.1		n.v.t.											tba	Parasolden		05.11.1	n.v.t.																																	
L.2111740	Verleiding	803.N.010.C5 Letterbak 5	tba	Trompet boom	Draadbaan		05.11.1		n.v.t.											tba	Trompet boom		05.11.1	n.v.t.																																	
L.2111741	Verleiding	803.N.010.C7 Letterbak 7	tba	Noorse esdoorn	Draadbaan		05.11.1		n.v.t.											tba	Noorse esdoorn		05.11.1	n.v.t.																																	
L.2111742	Verleiding	803.N.010.C7 Letterbak 7	tba	Agathis	Draadbaan		05.11.1		n.v.t.											tba	Agathis		05.11.1	n.v.t.																																	
L.2111743	Verleiding	803.N.010.C5 Letterbak 5	tba	Ruwe berk	Draadbaan		05.11.1		n.v.t.											tba	Ruwe berk		05.11.1	n.v.t.																																	
L.2111745	Verleiding	803.N.010.C7 Letterbak 7	tba	Mammoet boom 1	Draadbaan		05.11.1		n.v.t.											tba	Mammoet boom 1		05.11.1	n.v.t.																																	
L.2111746	Verleiding	803.N.010.C7 Letterbak 7	tba	Mammoet boom 2	Draadbaan		05.11.1		n.v.t.											tba	Mammoet boom 2		05.11.1	n.v.t.																																	
L.2111747	Verleiding	803.N.010.C7 Letterbak 7	tba	Moeras cipres	Draadbaan		05.11.1		n.v.t.											tba	Moeras cipres		05.11.1	n.v.t.																																	
L.2111748	Verleiding	803.N.010.C5 Letterbak 5	tba	Zuilcipres (vrouw)	Draadbaan		05.11.1		n.v.t.											tba	Zuilcipres (vrouw)		05.11.1	n.v.t.																																	
L.2111749	Verleiding	803.N.010.C4 Letterbak 4	tba	Terculia	Draadbaan		05.11.1		n.v.t.											tba	Terculia		05.11.1	n.v.t.																																	
L.2111750	Verleiding	803.N.010.C7 Letterbak 7	tba	Terminalia	Draadbaan		05.11.1		n.v.t.											tba	Terminalia		05.11.1	n.v.t.																																	
L.2111751	Verleiding	803.N.010.C7 Letterbak 7	tba	Larix	Draadbaan		05.11.1		n.v.t.											tba	Larix		05.11.1	n.v.t.																																	
L.2111752	Verleiding	803.N.010.C3 Letterbak 3	tba	Triomma	Draadbaan		05.11.1		n.v.t.											tba	Triomma		05.11.1	n.v.t.																																	
L.2111753	Verleiding	803.N.010.C4 Letterbak 4	tba	Tamarinde	Draadbaan		05.11.1		n.v.t.											tba	Tamarinde		05.11.1	n.v.t.																																	
L.2111754	Verleiding	803.N.010.C8 Letterbak 8	tba	Wonderboon	Draadbaan		05.11.1		n.v.t.											tba	Wonderboon		05.11.1	n.v.t.																																	
L.2111755	Verleiding	803.N.010.C7 Letterbak 7	tba	Japanse ceder	Draadbaan		05.11.1		n.v.t.											tba	Japanse ceder		05.11.1	n.v.t.																																	
L.2111756	Verleiding	803.N.010.C7 Letterbak 7	tba	Zuilcipres  	Draadbaan		05.11.1		n.v.t.											tba	Zuilcipres  		05.11.1	n.v.t.																																	
L.2111757	Verleiding	803.N.010.C8 Letterbak 8	tba	Gnetum (wasmodel)	Draadbaan		05.11.1		n.v.t.											tba	Gnetum (wasmodel)		05.11.1	n.v.t.																																	
L.2111758	Verleiding	803.N.010.C7 Letterbak 7	tba	Chinese watercypres	Draadbaan		05.11.1		n.v.t.											tba	Chinese watercypres		05.11.1	n.v.t.																																	
L.2111760	Verleiding	803.N.010.C7 Letterbak 7	tba	Westerse levensboom	Draadbaan		05.11.1		n.v.t.											tba	Westerse levensboom		05.11.1	n.v.t.																																	
L.2111763	Verleiding	803.N.010.C6 Letterbak 6	tba	Carpologica 	Draadbaan		05.11.1		n.v.t.											tba	Carpologica 		05.11.1	n.v.t.																																	
L.2111765	Verleiding	803.N.010.C4 Letterbak 4	tba	Zamia (man)	Draadbaan		05.12.1		n.v.t.											tba	Zamia (man)		05.12.1	n.v.t.																																	
L.2111766	Verleiding	803.N.010.C4 Letterbak 4	tba	Valse Mahonie	Draadbaan		05.12.1		n.v.t.											tba	Valse Mahonie		05.12.1	n.v.t.																																	
L.2111767	Verleiding	803.N.010.C4 Letterbak 4	tba	Worstenboom	Draadbaan		05.12.1		n.v.t.											tba	Worstenboom		05.12.1	n.v.t.																																	
L.2111768	Verleiding	803.N.010.C3 Letterbak 3	tba	Azijnboom	Draadbaan		05.12.1		n.v.t.											tba	Azijnboom		05.12.1	n.v.t.																																	
L.2111769	Verleiding	803.N.010.C8 Letterbak 8	tba	baringtonia	Onbekend				n.v.t.											tba	baringtonia			n.v.t.																																	
L.2111770	Verleiding	803.N.010.C8 Letterbak 8	tba	Entada	Draadbaan		05.12.1		n.v.t.											tba	Entada		05.12.1	n.v.t.																																	
L.2111771	Verleiding	803.N.010.C5 Letterbak 5	tba	Juffertje in  "t groen	Draadbaan		05.12.1		n.v.t.											tba	Juffertje in  "t groen		05.12.1	n.v.t.																																	
L.2111773	Verleiding	803.N.010.C8 Letterbak 8	tba	Orleaan Boom	Draadbaan		05.12.1		n.v.t.											tba	Orleaan Boom		05.12.1	n.v.t.																																	
L.2111774	Verleiding	803.N.010.C9 Open stukken	tba	Tjampedak	Draadbaan		05.12.1		FALSE											tba	Tjampedak		05.12.1	FALSE																																	
L.2111775	Verleiding	803.N.010.C8 Letterbak 8	tba	Rubber boom	Draadbaan		05.12.1		n.v.t.											tba	Rubber boom		05.12.1	n.v.t.																																	
L.2111776	Verleiding	803.N.010.C2 Letterbak 2	tba	Millettia	Draadbaan		05.12.1		n.v.t.											tba	Millettia		05.12.1	n.v.t.																																	
L.2111777	Verleiding	803.N.010.C3 Letterbak 3	tba	Carpologica 	Draadbaan		05.12.1		n.v.t.											tba	Carpologica 		05.12.1	n.v.t.																																	
L.2111778	Verleiding	803.N.010.C2 Letterbak 2	Abrus precatorius	Paternoster boon	Draadbaan		05.12.1		n.v.t.											Abrus precatorius	Paternoster boon		05.12.1	n.v.t.																																	
L.2111779	Verleiding	803.N.010.C7 Letterbak 7	tba	Terminalia	Draadbaan		05.12.1		n.v.t.											tba	Terminalia		05.12.1	n.v.t.																																	
L.2111780	Verleiding	803.N.010.C7 Letterbak 7	tba	Spaanse Aak?	Draadbaan		05.12.1		n.v.t.											tba	Spaanse Aak?		05.12.1	n.v.t.																																	
L.2111781	Verleiding	803.N.010.C5 Letterbak 5	tba	Kapok boom	Draadbaan		05.12.1		n.v.t.											tba	Kapok boom		05.12.1	n.v.t.																																	
L.2111782	Verleiding	803.N.010.C7 Letterbak 7	tba	Vertilago	Draadbaan		05.12.1		n.v.t.											tba	Vertilago		05.12.1	n.v.t.																																	
L.2111783	Verleiding	803.N.010.C7 Letterbak 7	tba	Pterocarpus	Draadbaan		05.12.1		n.v.t.											tba	Pterocarpus		05.12.1	n.v.t.																																	
L.2111785	Verleiding	803.N.010.C9 Open stukken	tba	Amaryllidaceae	Draadbaan		05.08.1		FALSE											tba	Amaryllidaceae		05.08.1	FALSE																																	
L.2111812	Verleiding	803.N.010.C3 Letterbak 3	tba	leguminoseae	Onbekend				n.v.t.											tba	leguminoseae			n.v.t.																																	
L.2111818	Dood	808.C.03.A	Trametes gibbosa	Witte bultzwam	Museum	Draadbaan		vastschroeven op podium	FALSE																													Trametes gibbosa	Witte bultzwam	Draadbaan		FALSE															
L.2111819	Verleiding	803.N.010.C8 Letterbak 8	tba	lecythitaceae	Onbekend				n.v.t.											tba	lecythitaceae			n.v.t.																																	
L.2111865	Verleiding	803.N.010.C9 Open stukken	tba	Kardinaalsnuit kokosnoot	Onbekend				FALSE											tba	Kardinaalsnuit kokosnoot			FALSE																																	
L.2111866	Verleiding	803.N.010.C5 Letterbak 5	tba	Banksia	Draadbaan		05.12.1		n.v.t.											tba	Banksia		05.12.1	n.v.t.																																	
L.2111868	Verleiding	803.N.010.C8 Letterbak 8	Peter Lina		Draadbaan		05.12.1		n.v.t.											Peter Lina			05.12.1	n.v.t.																																	
L.2111869	Verleiding	803.N.010.C8 Letterbak 8	Brachychiton	Malvaceae	Draadbaan		05.12.1		n.v.t.											Brachychiton	Malvaceae		05.12.1	n.v.t.																																	
L.2111870	Verleiding	803.N.010.C4 Letterbak 4	tba	"kardinaalsmuts uit La Palma"	Draadbaan		05.12.1		n.v.t.											tba	"kardinaalsmuts uit La Palma"		05.12.1	n.v.t.																																	
L.2111871	Verleiding	803.N.010.C3 Letterbak 3	tba	Eucalyptus klokjes	Draadbaan		05.12.1		n.v.t.											tba	Eucalyptus klokjes		05.12.1	n.v.t.																																	
L.2111872	Verleiding	803.N.010.C2 Letterbak 2	tba	Chili feelfood pepperico	Draadbaan		05.12.1		n.v.t.											tba	Chili feelfood pepperico		05.12.1	n.v.t.																																	
L.2111873	Verleiding	803.N.010.C4 Letterbak 4	tba	Bakuli	Draadbaan		05.12.1		n.v.t.											tba	Bakuli		05.12.1	n.v.t.																																	
L.2111874	Verleiding	803.N.010.C5 Letterbak 5	Swietenia macrophylla	 Meliaceae (Mehogni)	Draadbaan		05.12.1		n.v.t.											Swietenia macrophylla	 Meliaceae (Mehogni)		05.12.1	n.v.t.																																	
L.2111875	Verleiding	803.N.010.C4 Letterbak 4	Annona squamosa	Zoetzak (Annonaceae)	Draadbaan		05.12.1		n.v.t.											Annona squamosa	Zoetzak (Annonaceae)		05.12.1	n.v.t.																																	
L.2111876	Verleiding	803.N.010.C2 Letterbak 2	Terminalia arjuna	Arjun fruit (C0mbretaceae)	Draadbaan		05.12.1		n.v.t.											Terminalia arjuna	Arjun fruit (C0mbretaceae)		05.12.1	n.v.t.																																	
L.2111878	Verleiding	803.N.010.C8 Letterbak 8	Palmoe / Arecaceae	Kokospalm	Draadbaan		05.12.1		n.v.t.											Palmoe / Arecaceae	Kokospalm		05.12.1	n.v.t.																																	
L.2111879	Verleiding	803.N.010.C7 Letterbak 7	Leucadendron platyspermum	Protaceae (platyspermum)	Draadbaan		05.12.1		n.v.t.											Leucadendron platyspermum	Protaceae (platyspermum)		05.12.1	n.v.t.																																	
L.2111882	Verleiding	803.N.010.C9 Open stukken	tba	Cycadaceae (vruchtwijze)	Draadbaan		05.12.1		FALSE											tba	Cycadaceae (vruchtwijze)		05.12.1	FALSE																																	
L.2111883	Verleiding	803.N.010.C9 Open stukken	tba	Cycadaceae (vruchtwijze)	Draadbaan		05.12.1		FALSE											tba	Cycadaceae (vruchtwijze)		05.12.1	FALSE																																	
L.2111888	Verleiding	803.N.010.C8 Letterbak 8	Alnus glatinosa	Zwarte els (Betulaceae)	Draadbaan		05.12.1		n.v.t.											Alnus glatinosa	Zwarte els (Betulaceae)		05.12.1	n.v.t.																																	
L.2111889	Verleiding	803.N.010.C5 Letterbak 5	pinus nigris	zwarte den (dennenappel)	Onbekend				n.v.t.											pinus nigris	zwarte den (dennenappel)			n.v.t.																																	
L.2111890	Verleiding	803.N.010.C7 Letterbak 7	Meliaceae	Afrikaanse Mahonie (Khaya)	Draadbaan		05.12.1		n.v.t.											Meliaceae	Afrikaanse Mahonie (Khaya)		05.12.1	n.v.t.																																	
L.2111891	Verleiding	803.N.010.C2 Letterbak 2	Milletia cf Manni	Leguminoceae/fabaceae	Draadbaan		05.12.1		n.v.t.											Milletia cf Manni	Leguminoceae/fabaceae		05.12.1	n.v.t.																																	
L.2111892	Verleiding	803.N.010.C4 Letterbak 4	Asteraceae / compositae	Klit (Arctium)	Draadbaan		05.12.1		n.v.t.											Asteraceae / compositae	Klit (Arctium)		05.12.1	n.v.t.																																	
L.2111893	Verleiding	803.N.010.C7 Letterbak 7	Carpinus betalus	Haagbeuk (Betulaceae)	Draadbaan		05.12.1		n.v.t.											Carpinus betalus	Haagbeuk (Betulaceae)		05.12.1	n.v.t.																																	
L.2111894	Verleiding	803.N.010.C3 Letterbak 3	Leguminosa / Fabaceae	Acacia	Draadbaan		05.12.1		n.v.t.											Leguminosa / Fabaceae	Acacia		05.12.1	n.v.t.																																	
L.2111895	Verleiding	803.N.010.C5 Letterbak 5	Proteaceae	Banksia	Draadbaan		05.12.1		n.v.t.											Proteaceae	Banksia		05.12.1	n.v.t.																																	
L.2111896	Verleiding	803.N.010.C2 Letterbak 2	Prunus dulcis	Zoete amandel (Rosaceae)	Draadbaan		05.12.1		n.v.t.											Prunus dulcis	Zoete amandel (Rosaceae)		05.12.1	n.v.t.																																	
L.2111900	Verleiding	803.N.010.C3 Letterbak 3	tba	zamia	Draadbaan		Draadbaan		n.v.t.											tba	zamia		Draadbaan	n.v.t.																																	
L.2111922	Verleiding	803.N.010.C4 Letterbak 4	tba	zamia	Onbekend				n.v.t.											tba	zamia			n.v.t.																																	
L.2111924	Verleiding	803.N.010.C3 Letterbak 3	tba	zamia	Draadbaan		Draadbaan		n.v.t.											tba	zamia		Draadbaan	n.v.t.																																	
L.2111940	Verleiding	803.N.010.C3 Letterbak 3	tba	zamia	Draadbaan		Draadbaan		n.v.t.											tba	zamia		Draadbaan	n.v.t.																																	
